ticker,name,price,marketcap,volume,volumeavg,priceopen,low,high,close,change,changepct,closeyest,date,high52,low52,beta,shares,pe,eps,sector,industry,description,exchange,ceo,country,ipodate,isEtf,isFund,isActive,web_url,image,currency,employees,city,state,phone,address,dividend_yield,fetched_at
QQQ,Invesco QQQ Trust,714.71,440257380352,37316154,57913513,709.82,704.83,716.65,714.71,7.470000000000027,1.0562,707.24,2026-05-13,716.65,505.58,1.18,393100000,34.864555,,,,"To maintain the correspondence between the composition and weights of the securities in the trust (the ""securities"") and the stocks in the NASDAQ-100 Index®, the adviser adjusts the securities from time to time to conform to periodic changes in the identity and/or relative weights of index securities. The composition and weighting of the securities portion of a portfolio deposit are also adjusted to conform to changes in the index.",NGM,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.42,2026-05-13T22:58:54
NDX,NASDAQ 100 PR USD,17421.0,,0,0,0.0,0.0,0.0,17421.0,16.799999999999272,0.0965,17404.2,2026-05-13,17596.27,0.0,,,,,,,,NGM,,,,FALSE,FALSE,TRUE,,,USD,,,,,,,2026-05-13T22:58:54
RUT,,,,,0,,,,,,,,2026-05-13,1.022,1.022,,,,,,,,YHD,,,,FALSE,TRUE,TRUE,,,,,,,,,,2026-05-13T22:58:54
XSP,,,,,0,,,,,,,,2026-05-13,0.347,0.347,,,,,,,,NMS,,,,FALSE,FALSE,TRUE,,,,,,,,,,2026-05-13T22:58:54
CVNA,Carvana Co.,69.9,55500447744,11196508,16368630,73.3,69.0,73.455,69.9,-3.819999999999993,-5.1818,73.72,2026-05-13,97.378,54.464,3.55,716288385,40.404625,1.73,Consumer Cyclical,Auto & Truck Dealerships,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars. It provides vehicle acquisition, inspection and reconditioning, online search and shopping experience, financing, complementary products, logistics network and distinctive fulfillment experience, and post-sale customer support services. The company also operates auction sites. Carvana Co. was founded in 2012 and is based in Tempe, Arizona.",NYQ,Mr. Ernest C. Garcia III,United States,,FALSE,FALSE,TRUE,https://www.carvana.com,,USD,23100,Tempe,AZ,602 922 9866,300 East Rio Salado Parkway,0.0,2026-05-13T22:58:54
FNDA,Schwab Fundamental U.S. Small Company ETF,35.29,10220108800,456318,1390700,35.47,35.155,35.47,35.29,-0.13000000000000256,-0.367,35.42,2026-05-13,36.32,26.96,1.16,,18.992474,,,,"The fund normally will invest at least 90% of its net assets (including, for this purpose, any borrowings for investment purposes) in stocks included in the index. The index measures the performance of the small company size segment by fundamental overall company scores (scores), which are created using as the universe the U.S. companies in the RAFI Global Equity Investable Universe (the parent universe).",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,1-800-435-4000,,1.1,2026-05-13T22:58:54
IMST,Bitwise MSTR Option Income Strategy ETF,11.89,17974986,23076,43713,12.0,11.81,12.012,11.89,-0.33000000000000007,-2.7005,12.22,2026-05-13,63.56,9.28,0.0,,,,,,The manager seeks to achieve these investment objectives through the use of a synthetic covered call strategy. The manager seeks to provide its synthetic exposure to the price return of MSTR through the purchase and sale of a combination of call and put option contracts that utilize MSTR as the reference asset. The fund is non-diversified.,PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,170.22,2026-05-13T22:58:54
LI,Li Auto Inc.,20.02,20433700864,6027775,2934653,18.71,18.71,20.085,20.02,1.2800000000000011,6.8303,18.74,2026-05-13,32.025,15.71,0.618,843113992,125.12501,0.16,Consumer Cyclical,Auto Manufacturers,"Li Auto Inc. operates in the energy vehicle market in the People's Republic of China. The company designs, develops, manufactures, and sells premium smart electric vehicles. Its product line comprises multi-purpose vehicles and sport utility vehicles. The company offers sales and after sales management, and technology development and corporate management services, as well as manufacturing equipment. It offers its products through online and offline channels. The company was formerly known as Leading Ideal Inc. and changed its name to Li Auto Inc. in July 2020. Li Auto Inc. was founded in 2015 and is headquartered in Beijing, the People's Republic of China.",NMS,Mr. Xiang  Li,China,,FALSE,FALSE,TRUE,https://www.lixiang.com,,USD,30728,Beijing,,86 10 8742 7209,11 Wenliang Street,0.0,2026-05-13T22:58:54
MTRX,Matrix Service Company,11.8,331979424,238325,283306,12.16,11.7101,12.1981,11.8,-0.3699999999999992,-3.0403,12.17,2026-05-13,16.11,9.88,1.024,28133850,17.74436,-0.53,Industrials,Engineering & Construction,"Matrix Service Company provides engineering, fabrication, construction, and maintenance services to support critical energy infrastructure and industrial markets in the United States, Canada, and internationally. The company's Storage and Terminal Solutions segment offers engineering, procurement, fabrication, and construction services related to cryogenic, specialty tanks, and terminals for LNG, NGLs, hydrogen, ammonia, propane, butane, liquid nitrogen/liquid oxygen, and liquid petroleum; and plant work, truck and rail loading/offloading facilities, marine structures, and storage tank and terminal maintenance and repair, as well as undertakes work related to aboveground crude oil and refined product storage tanks and terminals. This segment also provides engineered specialty tank products, including geodesic domes, aluminum internal floating roofs, floating suction and skimmer systems, roof drain systems, and floating roof seals. Its Utility and Power Infrastructure segment undertakes",NMS,Mr. John R. Hewitt,United States,,FALSE,FALSE,TRUE,https://matrixservicecompany.com,,USD,2239,Tulsa,OK,918 838 8822,15 East 5th Street,0.0,2026-05-13T22:58:54
TSM,Taiwan Semiconductor Manufacturing Company Limited,399.8,2073522733056,13063563,13515473,398.265,391.47,404.6799,399.8,2.5200000000000387,0.6343,397.28,2026-05-13,420.0,188.81,1.264,5186400000,33.996597,11.76,Technology,Semiconductors,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides various wafer fabrication processes, such as processes to manufacture complementary metal- oxide-semiconductor (CMOS) logic, mixed-signal, radio frequency, embedded memory, bipolar CMOS mixed-signal, and others. The company also involved in providing customer and engineering support services; manufacturing of masks; investment in technology start-up companies; research, designing, developing, manufacturing, packaging, testing, and sale of color filters; and investment activities. Its products are used in high performance computing, smartphones, Internet of things, automotive, and digital consumer electronics. Taiwan Semiconductor Manufacturing Company Limited was incorporated in 1987 and is headquartered",NYQ,Dr. C. C.  Wei Ph.D.,Taiwan,,FALSE,FALSE,TRUE,https://www.tsmc.com,,USD,76907,Hsinchu City,,886 3 563 6688,Hsinchu Science Park,0.96,2026-05-13T22:58:54
COIN,"Coinbase Global, Inc.",201.8,53166383104,8314790,11504436,203.78,197.5,204.11,201.8,-5.839999999999975,-2.8126,207.64,2026-05-13,444.65,139.36,3.381,222426875,74.19118,2.72,Financial Services,Financial Data & Stock Exchanges,"Coinbase Global, Inc. operates platform for crypto assets in the United States and internationally. It provides the primary financial account in the crypto economy for consumers; a brokerage platform with a pool of liquidity across the crypto marketplace for institutions; and a suite of products granting access to build onchain for developers. The company was founded in 2012 and is based in New York, New York.",NMS,Mr. Brian  Armstrong,United States,,FALSE,FALSE,TRUE,https://www.coinbase.com,,USD,4951,New York,NY,888 908 7930,One Madison Avenue,0.0,2026-05-13T22:58:54
XYZ,"Block, Inc.",69.78,41531727872,5250590,7664986,71.2,68.72,71.28,69.78,-2.3400000000000034,-3.2446,72.12,2026-05-13,82.5,48.21,2.57,535195000,54.515625,1.28,Technology,Software - Infrastructure,"Block, Inc., together with its subsidiaries, builds ecosystems focused on commerce and financial products and services in the United States and internationally. It operates through two segments: Square and Cash App. The Square segment offers managed payment services; software solutions; hardware products, such as registers, terminals, stands, and readers for contactless and chips; banking services consisting of lending, instant transfer, and checking and savings accounts; and full-service setup and support services. This segment also provides loyalty, marketing, team management, and payroll services; and gift cards. It also offers Square Handheld, a portable point-of sale device for transaction purposes. The Cash App segment offers financial tools, including peer-to-peer payments, bitcoin, and stock investment brokerage; Cash App Card, a debit card; Cash App Pay, mobile-friendly way for cash app customers to pay at merchants across online and in-person channels; direct deposit, stock b",NYQ,,United States,,FALSE,FALSE,TRUE,https://www.block.xyz,,USD,10205,Oakland,CA,415-375-3176,1955 Broadway,0.0,2026-05-13T22:58:54
WGMI,CoinShares Bitcoin Mining ETF,58.88,293738368,380281,508303,58.37,56.51,60.0,58.88,1.1500000000000057,1.992,57.73,2026-05-13,67.885,15.82,4.47,,22.534023,,,,"The fund is an actively-managed exchange-traded fund (“ETF”) that will invest at least 80% of its net assets (plus borrowings for investment purposes) in securities of companies that derive at least 50% of their revenue or profits from bitcoin mining operations and/or from providing specialized chips, hardware and software or other services to companies engaged in bitcoin mining. It will not directly invest in bitcoin, or indirectly through the use of derivatives or through investments in funds or trusts that hold bitcoin. The fund is non-diversified.",NGM,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.0,2026-05-13T22:58:54
BLOK,Amplify Blockchain Technology ETF,64.22,1167725440,116682,328895,63.98,62.71,64.615,64.22,0.20000000000000284,0.3124,64.02,2026-05-13,75.89,45.58,2.48,,22.343725,,,,The fund is an actively managed ETF that seeks to provide total return by investing at least 80% of its net assets (plus borrowings for investment purposes) in the equity securities of companies actively involved in the development and utilization of blockchain technologies.,PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,(630) 464-7600,,0.69,2026-05-13T22:58:54
ETHW,Bitwise Ethereum ETF,16.15,239347776,398902,1271498,16.32,15.98,16.325,16.15,-0.20000000000000284,-1.2232,16.35,2026-05-13,34.84,12.91,0.0,,,,,,"In seeking to achieve its investment objective, the trust will hold ether and accrue the sponsor’s management fee (the “Sponsor Fee”) in U.S. dollars. The trust is passively managed and does not pursue active management investment strategies, and the sponsor does not actively manage the ether held by the trust.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.0,2026-05-13T22:58:54
ETHA,iShares Ethereum Trust ETF,17.02,7115884544,24228991,33455071,17.195,16.85,17.23,17.02,-0.21999999999999886,-1.2761,17.24,2026-05-13,36.8,13.62,0.0,,,,,,"The shares are intended to constitute a simple means of making an investment similar to an investment in ether rather than by acquiring, holding and trading ether directly on a peer-to-peer or other basis or via a digital asset platform. The shares have been designed to remove the obstacles represented by the complexities and operational burdens involved in a direct investment in ether.",NGM,,,,TRUE,FALSE,TRUE,,,USD,,,,,,0.0,2026-05-13T22:58:54
VTV,Vanguard Value Index Fund ETF Shares,208.37,237831766016,1923166,4122263,208.33,207.62,208.675,208.37,-0.13999999999998636,-0.0671,208.51,2026-05-13,208.87,167.63,0.74,424251008,21.897495,,,,"The fund manager employs an indexing investment approach designed to track the target index, a broadly diversified index made up of the value stocks of large U.S. companies, as determined by the index provider. Under normal circumstances, it invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the stocks that make up the target index.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,800-523-1036,,1.92,2026-05-13T22:58:54
VTI,Vanguard Total Stock Market Index Fund ETF Shares,364.71,2202624327680,3300954,4975668,363.22,361.37,365.4,364.71,1.919999999999959,0.5292,362.79,2026-05-13,365.4,283.0,1.03,743262976,28.528008,,,,"The fund manager employs an indexing investment approach designed to track the performance of the CRSP U.S. Total Market Index (the “Target Index”), which represents 100% of the investable U.S. stock market, as determined by the index provider. Under normal circumstances, the fund invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the stocks that make up the target index.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,800-523-1036,,1.06,2026-05-13T22:58:54
NFG,National Fuel Gas Company,80.66,7665552384,655932,790355,80.2,79.7701,81.19,80.66,0.2599999999999909,0.3234,80.4,2026-05-13,97.06,77.22,0.421,95035362,10.900001,7.4,Energy,Oil & Gas Integrated,"National Fuel Gas Company operates as a diversified energy company. It operates through Integrated Upstream and Gathering, Pipeline and Storage, and Utility segments. The Integrated Upstream and Gathering segment explores for, develops, and produces natural gas and oil. It also builds, owns, and operates gathering facilities in the Appalachian region, as well as provides gathering services to Seneca. The Pipeline and Storage segment provides interstate natural gas transportation services through an integrated gas pipeline system in Pennsylvania and New York; and storage services through its underground natural gas storage fields. This segment also transports and stores natural gas for National Fuel Gas Distribution Corporation, as well as for utilities, industrial companies, and power producers in New York State. The Utility segment sells natural gas to retail customers; and provides natural gas utility services to various customers in Buffalo, Niagara Falls, and Jamestown, New York, a",NYQ,Mr. David P. Bauer,United States,,FALSE,FALSE,TRUE,https://www.nationalfuel.com,,USD,2322,Williamsville,NY,716 857 7000,6363 Main Street,2.66,2026-05-13T22:58:54
KWEB,KraneShares CSI China Internet ETF,30.59,6347522048,81464674,24713366,29.15,29.115,30.74,30.59,1.4400000000000013,4.94,29.15,2026-05-13,43.365,27.62,0.98,,15.219002,,,,"The fund will invest at least 80% of its net assets in instruments in its underlying index or in instruments that have economic characteristics similar to those in the underlying index. The index is designed to measure the equity market performance of investable publicly traded ""China-based companies"" whose primary business or businesses are in the Internet and Internet-related sectors, and are listed outside of Mainland China, as determined by the index provider. The fund is non-diversified.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,1-855-857-2638,,7.42,2026-05-13T22:58:54
LYFT,"Lyft, Inc.",13.68,5194057216,13299295,16083115,13.88,13.405,13.89,13.68,-0.20000000000000107,-1.4409,13.88,2026-05-13,25.54,12.46,1.846,379682532,2.0,6.84,Technology,Software - Application,"Lyft, Inc. operates multimodal transportation networks that offer access to various transportation options through platform and mobile based applications in the United States and internationally. The company facilitates peer-to-peer ridesharing by connecting drivers who have vehicles with riders who need a ride. It also operates Lyft Platform that provides a marketplace where drivers can be matched with riders via the Lyft mobile application. The company's platform provides a ridesharing marketplace that connects drivers with riders; Express Drive, a car rental program for drivers; and a network of shared bikes and scooters in various cities to address the needs of riders for short trips. In addition, it offers licensing and data access agreements; sells bikes and bike station software and hardware; and provides advertising services. The company was formerly known as Zimride, Inc. and changed its name to Lyft, Inc. in April 2013. Lyft, Inc. was incorporated in 2007 and is headquartered",NMS,Mr. John David Risher,United States,,FALSE,FALSE,TRUE,https://www.lyft.com,,USD,3913,San Francisco,CA,844 250 2773,185 Berry Street,0.0,2026-05-13T22:58:54
IWM,iShares Russell 2000 ETF,282.67,76877807616,20071807,39376181,282.92,279.93,283.56,282.67,0.10000000000002274,0.0354,282.57,2026-05-13,287.58,199.65,1.3,281049984,19.451193,,,,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index (i.e., depositary receipts representing securities of the underlying index) and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,415-670-2000,,0.91,2026-05-13T22:58:54
VWO,Vanguard Emerging Markets Stock Index Fund,59.94,159867043840,8161835,10496526,59.39,59.2899,60.1,59.94,0.5499999999999972,0.9261,59.39,2026-05-13,61.03,46.73,0.79,1418119936,17.474188,,,,"The index measures the investment return of stocks issued by companies located in emerging market countries. The fund employs an indexing investment approach designed to track the performance of the FTSE Emerging Markets All Cap China A Inclusion Index. It invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the index in terms of key characteristics.",PCX,,,,TRUE,FALSE,TRUE,,,USD,,,,,,2.48,2026-05-13T22:58:54
VXUS,Vanguard Total International Stock Index Fund ETF Shares,85.08,629147172864,4733193,8049358,84.41,84.265,85.12,85.08,0.8499999999999943,1.0091,84.23,2026-05-13,85.78,65.62,0.93,,18.65042,,,,"The manager employs an indexing investment approach designed to track the performance of the FTSE Global All Cap ex US Index, a float-adjusted market-capitalization-weighted index designed to measure equity market performance of companies located in developed and emerging markets, excluding the United States. The fund invests all, or substantially all, of its assets in the common stocks included in its target index.",NGM,,,,TRUE,FALSE,TRUE,,,USD,,,,800-523-1036,,2.76,2026-05-13T22:58:54
EU,enCore Energy Corp.,1.59,310366592,3571357,2899733,1.65,1.55,1.6599,1.59,-0.05999999999999983,-3.6364,1.65,2026-05-13,4.18,1.54,1.312,194216153,-5.4377565,-0.3,Energy,Uranium,"enCore Energy Corp., together with its subsidiaries, engages in the acquisition, exploration, development, and extraction of uranium resource properties in the United States. The company is headquartered in Dallas, Texas.",NCM,Mr. Richard H. Little P.E.,United States,,FALSE,FALSE,TRUE,https://www.encoreuranium.com,,USD,168,Dallas,TX,361 239 2025,One Galleria Tower,0.0,2026-05-13T22:58:54
PLTR,Palantir Technologies Inc.,130.05,311770447872,54041476,48862658,134.006,128.75,136.9899,130.05,-5.949999999999989,-4.375,136.0,2026-05-13,207.52,118.93,1.521,2296071334,147.78409,0.88,Technology,Software - Infrastructure,"Palantir Technologies Inc. builds and deploys software platforms for the intelligence community to assist in counterterrorism investigations and operations in the United States, the United Kingdom, and internationally. It provides Palantir Gotham integrates with other platforms for defense offerings which enables users to see, understand, and act in the modern battlespace; operations centers to the tactical edge; integrating data from domains and sensors in near real-time; and situational awareness and accelerating operational decision-making, as well as facilitates the hand-off between analysts and operational users, helping operators plan and execute real-world responses to threats that have been identified within the platform. The company also offers Palantir Foundry, a platform that helps organizations operate by creating a central operating system for their data; and allows individual users to integrate and analyze the data they need in one place. In addition, it provides Palantir",NMS,Dr. Alexander C. Karp J.D.,United States,,FALSE,FALSE,TRUE,https://www.palantir.com,,USD,4395,Aventura,FL,720 358 3679,19505 Biscayne Blvd,0.0,2026-05-13T22:58:54
AMD,"Advanced Micro Devices, Inc.",445.5,726432546816,28989307,39315288,457.595,432.65,459.5,445.5,-2.7900000000000205,-0.6224,448.29,2026-05-13,469.22,107.67,2.399,1630600639,148.5,3.0,Technology,Semiconductors,"Advanced Micro Devices, Inc. operates as a semiconductor company internationally. It operates in three segments: Data Center, Client and Gaming, and Embedded. The company offers artificial intelligence (AI) accelerators, microprocessors, and graphics processing units (GPUs) as standalone devices or as incorporated into accelerated processing units, chipsets, and data center and professional GPUs; and embedded processors and semi-custom system-on-chip (SoC) products, microprocessor and SoC development services and technology, data processing units, field programmable gate arrays (FPGA), system on modules, AI network interface cards, and adaptive SoC products. It provides processors under the AMD Ryzen, AMD Ryzen AI, AMD Ryzen PRO, AMD Ryzen Threadripper, AMD Ryzen Threadripper PRO, AMD Athlon, and AMD PRO A-Series brands; graphics under the AMD Radeon graphics and AMD Embedded Radeon graphics; professional graphics under the AMD Radeon Pro graphics brand; and AI and general-purpose comp",NMS,Dr. Lisa T. Su Ph.D.,United States,,FALSE,FALSE,TRUE,https://www.amd.com,,USD,31000,Santa Clara,CA,408 749 4000,2485 Augustine Drive,0.0,2026-05-13T22:58:54
AM,Antero Midstream Corporation,21.56,10240568320,1865277,2773930,21.31,21.29,21.66,21.56,0.1999999999999993,0.9363,21.36,2026-05-13,23.835,16.77,0.657,474980000,25.069767,0.86,Energy,Oil & Gas Midstream,"Antero Midstream Corporation owns, operates, and develops midstream energy assets in the Appalachian Basin. It operates in two segments, Gathering and Processing, and Water Handling. The gathering and processing segment includes a network of gathering pipelines and compressor stations that collect and process natural gas and NGLs from Antero Resources' wells in West Virginia and Ohio. The Water Handling segment delivers water from sources, including the Ohio River, local reservoirs, and various regional waterways; other fluid handling services, which include transfer and disposal; uses water handling systems to transport flowback and produced water; and buried pipelines, surface pipelines, and water storage facilities, as well as pumping stations and blending facilities. Antero Midstream Corporation was founded in 2002 and is headquartered in Denver, Colorado.",NYQ,Mr. Michael N. Kennedy,United States,,FALSE,FALSE,TRUE,https://www.anteromidstream.com,,USD,632,Denver,CO,303 357 7310,1615 Wynkoop Street,4.21,2026-05-13T22:58:54
TEM,"Tempus AI, Inc.",45.9,8242022912,5751015,5650583,46.38,45.25,46.525,45.9,-1.0500000000000043,-2.2364,46.95,2026-05-13,104.32,41.73,,174520978,-337.92242,-1.72,Healthcare,Health Information Services,"Tempus AI, Inc. operates as a healthcare technology company in the United States. It offers the Tempus platform, a closed-loop, full-stack, bi-directional integrations between a clinician's desktop and its laboratory diagnostic capabilities, analytics platform, and repository of multimodal data; and Hub, a clinical application for physicians and other healthcare providers for use in the diagnostics product line as an end-to-end application for healthcare providers for NGS tests. The company also provides Lens, a software application for life sciences and advanced precision research; diagnostics services, such as NGS diagnostics, PCR profiling, and other anatomic and molecular pathology tests; and large-panel solid tumor and hematologic testing through multiple assays, with its core clinical assay (xT and xR) offering large panel DNA, RNA full transcriptome, and incidental germline findings through normal blood or saliva analyses. In addition, it provides genetic tests focused on inheri",NMS,Mr. Eric P. Lefkofsky J.D.,United States,,FALSE,FALSE,TRUE,https://www.tempus.com,,USD,3800,Chicago,IL,800 976 5448,600 West Chicago Avenue,0.0,2026-05-13T22:58:54
CRWD,"CrowdStrike Holdings, Inc.",562.57,143194619904,2785885,4029680,540.84,538.3683,568.37,562.57,16.3900000000001,3.0008,546.18,2026-05-13,568.37,342.72,1.06,254536521,91.20726,-0.66,Technology,Software - Infrastructure,"CrowdStrike Holdings, Inc. provides cybersecurity solutions in the United States and internationally. Its unified platform provides cloud-delivered protection of endpoints, cloud workloads, identity, and data through a software as a service (SaaS) subscription-based model. The company offers corporate endpoint and cloud workload security, managed security, security and vulnerability management, IT operations management, identity protection, threat intelligence, data protection, SaaS security posture management, and AI powered workflow automation, and securing generative AI workload services, as well as security orchestration, automation, and response; and security information and event management, and log management services. It primarily sells subscriptions to its Falcon platform and cloud modules. The company was incorporated in 2011 and is headquartered in Austin, Texas.",NMS,Mr. George R. Kurtz,United States,,FALSE,FALSE,TRUE,https://www.crowdstrike.com,,USD,10698,Austin,TX,888 512 8906,206 East 9th Street,0.0,2026-05-13T22:58:54
VST,Vistra Corp.,142.61,48085590016,6337565,4459180,146.28,139.51,146.25,142.61,-4.259999999999991,-2.9005,146.87,2026-05-13,219.82,138.53,1.447,337182468,23.847826,5.98,Utilities,Utilities - Independent Power Producers,"Vistra Corp., together with its subsidiaries, operates as an integrated retail electricity and power generation company in the United States. The company operates through five segments: Retail, Texas, East, West, and Asset Closure. The company retails electricity and natural gas to residential, commercial, and industrial customers across states in the United States and the District of Columbia. It is also involved in electricity generation, wholesale energy purchases and sales, commodity risk management, fuel procurement, and fuel logistics management activities. In addition, the company engages in decommissioning and reclamation of retired generation facilities, including mines, and battery removal and remediation activities. It serves approximately 5 million customers with a generation capacity of approximately 44,000 megawatts with a portfolio of natural gas, nuclear, coal, solar, and battery energy storage facilities. The company was formerly known as Vistra Energy Corp. and change",NYQ,Mr. James A. Burke CPA,United States,,FALSE,FALSE,TRUE,https://vistracorp.com,,USD,6390,Irving,TX,214 812 4600,6555 Sierra Drive,0.62,2026-05-13T22:58:54
PANW,"Palo Alto Networks, Inc.",227.79,184737677312,9325550,9243380,213.04,210.77,228.85,227.79,12.189999999999998,5.654,215.6,2026-05-13,228.85,139.57,0.77,811000000,127.25698,1.79,Technology,Software - Infrastructure,"Palo Alto Networks, Inc. provides cybersecurity solutions in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. It offers Prisma Access, a secure access service edge solution; Strata Cloud Manager, a network security management solution; and Prisma AIRS to protect customers' entire AI ecosystem. It provides a comprehensive cloud native application protection platform; and Code to Cloud platform, as well as offers VM-Series and CN-Series virtual firewalls for inline network security on multi- and hybrid-cloud environments. It provides security operation solutions through the Cortex platform that includes Cortex XSIAM, an AI-driven security operations platform; Cortex XDR to prevent, detect, and respond to cybersecurity attacks; and Cortex XSOAR for security orchestration, automation, and response; and Cortex Xpanse for attack surface management, as well as offers threat intelligence and advisory services under the Unit 42 name. It provides subscription services ",NMS,Mr. Nikesh  Arora C.F.A.,United States,,FALSE,FALSE,TRUE,https://www.paloaltonetworks.com,,USD,17027,Santa Clara,CA,408 753 4000,3000 Tannery Way,0.0,2026-05-13T22:58:54
MOH,"Molina Healthcare, Inc.",191.97,10001637376,485748,1604238,190.76,188.55,194.22,191.97,0.38999999999998636,0.2036,191.58,2026-05-13,327.68,121.06,0.848,52100000,51.328876,3.74,Healthcare,Healthcare Plans,"Molina Healthcare, Inc. provides managed healthcare services to low-income families and individuals under the Medicaid and Medicare programs and through the state insurance marketplaces in the United States. It operates in four segments: Medicaid, Medicare, Marketplace, and Other. The company was founded in 1980 and is headquartered in Long Beach, California.",NYQ,Mr. Joseph Michael Zubretsky,United States,,FALSE,FALSE,TRUE,https://www.molinahealthcare.com,,USD,19000,Long Beach,CA,(562) 435-3666,200 Oceangate,0.0,2026-05-13T22:58:54
BABA,Alibaba Group Holding Limited,145.81,349805543424,39199186,10458235,132.06,130.37,146.8685,145.81,11.030000000000001,8.1837,134.78,2026-05-13,192.67,103.71,0.494,2399050495,25.625658,5.69,Consumer Cyclical,Internet Retail,"Alibaba Group Holding Limited, through its subsidiaries, provides technology infrastructure and marketing reach to help merchants, brands, retailers, and other businesses to engage with their users and customers in the People's Republic of China and internationally. It operates digital retail platforms under the Taobao and Tmall names; wholesale marketplaces through 1688.com and Alibaba.com; global e-commerce platform under the AliExpress name; e-commerce platforms under the Lazada, Trendyol, and Daraz names; and consumer-to-consumer community and marketplace under the Tmall Global, Tmall Supermarket, and Xianyu names. The company also operates Cainiao, an e-commerce logistics solution; Ele.me, an on-demand delivery and local services platform; and Amap, a provider of mobile digital map, navigation, and real-time traffic information; Youku, an online video platform; and Damai Entertainment that provides content production, promotion and distribution, performance and event ticketing man",NYQ,Mr. Yongming  Wu,Hong Kong,,FALSE,FALSE,TRUE,https://www.alibabagroup.com,,USD,128197,Causeway Bay,,852 2215 5100,"Tower One, Times Square",0.78,2026-05-13T22:58:54
GME,GameStop Corp.,22.08,9900124160,6788435,7421128,22.33,21.975,22.475,22.08,-0.2900000000000027,-1.2964,22.37,2026-05-13,35.81,19.93,1.833,448375157,28.675325,0.77,Consumer Cyclical,Specialty Retail,"GameStop Corp., a specialty retailer, provides games, collectibles, and entertainment products through its stores and e-commerce platforms in United States, Australia and Europe. The company sells new and pre-owned gaming platforms; accessories, such as controllers, gaming headsets, and other peripheral devices; new and pre-owned gaming software; and in-game digital currency, digital downloadable content, and full-game downloads. It also sells collectibles comprising apparel, toys, trading cards, gadgets, and other retail products for pop culture and technology enthusiasts. The company operates stores and e-commerce sites under the GameStop, EB Games, and Micromania brands; and pop culture themed stores that sell collectibles, apparel, gadgets, electronics, toys, and other retail products under the Zing Pop Culture brand. The company was formerly known as GSC Holdings Corp. GameStop Corp. was founded in 1996 and is based in Grapevine, Texas.",NYQ,Mr. Ryan  Cohen,United States,,FALSE,FALSE,TRUE,https://www.gamestop.com,,USD,4000,Grapevine,TX,817 424 2000,625 Westport Parkway,0.0,2026-05-13T22:58:54
CRM,"Salesforce, Inc.",165.84,135666032640,9526397,13487455,169.78,164.75,169.1,165.84,-5.469999999999999,-3.193,171.31,2026-05-13,296.05,163.52,1.139,818053744,21.288832,7.79,Technology,Software - Application,"Salesforce, Inc. provides customer relationship management technology services that connect companies and customers together in the United States, Europe, and the Asia Pacific. The company offers Agentforce, which enables customers to build, deploy, and manage enterprise-grade, autonomous AI agents at scale, enabling humans and agents to work together; Agentforce Sales, an integrated platform that brings together the power of humans with AI agents to help sales teams for selling, managing, and automating entire sales processes; Agentforce Service, which enables companies in every industry to bring all of their customer, employee, IT, and field service needs onto one integrated AI-powered platform; Data 360, a data engine that gives AI agents their context and serves as the foundation for how customers unify service offerings, making their data actionable for both humans and agents; Informatica, an AI-powered data management platform that enables customers to discover, integrate, govern",NYQ,Mr. Marc R. Benioff,United States,,FALSE,FALSE,TRUE,https://www.salesforce.com,,USD,83334,San Francisco,CA,415 901 7000,Salesforce Tower,1.03,2026-05-13T22:58:54
